,total,create,import
0,819.036376953125,631.238037109375,393.30126953125
1,1112.166259765625,631.55078125,526.75927734375
2,1160.491943359375,634.345703125,526.791748046875
3,1536.39794921875,628.08154296875,765.47412109375
4,1551.882568359375,634.27978515625,764.333740234375
5,576.85107421875,98.300537109375,12.734130859375
6,397.4443359375,138.884033203125,0.94091796875
7,729.521484375,110.67724609375,296.930419921875
8,915.29638671875,110.2041015625,545.336181640625
9,857.552978515625,150.755859375,330.603515625
10,710.04931640625,91.166748046875,210.620361328125
11,803.744384765625,70.140625,133.0517578125
12,925.7080078125,48.400390625,184.27880859375
13,498.04541015625,83.25732421875,130.314208984375
14,696.203125,134.482177734375,219.903564453125
15,680.4619140625,101.084228515625,194.238037109375
16,570.5107421875,131.6171875,159.65673828125
17,704.901611328125,103.224365234375,200.4853515625
18,736.4072265625,98.6611328125,219.9287109375
19,567.306884765625,70.61279296875,143.97314453125
20,701.5693359375,149.2822265625,136.07373046875
21,550.975830078125,53.139404296875,159.55224609375
22,533.381103515625,84.155029296875,121.45361328125
23,479.711181640625,180.93115234375,53.646484375
24,497.826416015625,46.501708984375,39.4912109375
25,522.337646484375,39.559814453125,47.049072265625
26,387.397705078125,88.57568359375,65.0703125
27,1367.802734375,83.674560546875,74.769287109375
28,4658.298583984375,61.294921875,89.339599609375
29,3784.508056640625,37.35986328125,63.421630859375
30,4581.662109375,46.123291015625,64.698486328125
31,3668.05859375,103.4501953125,64.884765625
32,317.421142578125,56.752685546875,15.1982421875
33,1000.79345703125,167.019775390625,592.078857421875
34,1555.742431640625,1870.4326171875,952.5126953125
35,1288.236328125,63.792724609375,608.965087890625
36,2111.387451171875,2116.53955078125,1513.549072265625
37,1051.30419921875,63.374755859375,343.35546875
38,695.90771484375,103.603271484375,269.27001953125
39,778.005615234375,197.72900390625,271.31494140625
40,854.261962890625,131.778076171875,331.80908203125
41,633.059326171875,143.910888671875,8.471923828125
42,980.752685546875,127.029541015625,285.44189453125
43,3455.531005859375,101.435302734375,0.439697265625
44,7360.640625,163.919189453125,0.413330078125
45,8453.989501953125,134.7509765625,0.3095703125
46,8990.920166015625,152.473876953125,0.2880859375
47,4162.751953125,108.537353515625,0.42529296875
48,6258.066162109375,2810.732177734375,0.42431640625
49,5790.67724609375,1422.33349609375,0.47802734375
50,7121.449951171875,1249.25927734375,0.444580078125
51,6172.478271484375,1492.5703125,0.288818359375
52,5863.249755859375,971.58544921875,0.288818359375
53,443.1201171875,1947.63623046875,0.36767578125
54,904.10107421875,1827.871826171875,257.072021484375
55,742.585693359375,476.27734375,35.152099609375
56,890.928955078125,998.896728515625,258.476806640625
57,592.864013671875,62.29541015625,8.041748046875
58,658.089599609375,107.25927734375,5.6171875
59,426.093994140625,126.14501953125,7.76171875
60,707.89453125,120.021484375,5.412353515625
61,2678.507080078125,102.78173828125,5.783447265625
62,4011.3701171875,95.6796875,8.315673828125
63,4546.106201171875,67.60009765625,7.42724609375
64,2480.0341796875,149.701904296875,275.64892578125
65,2855.147216796875,1160.688232421875,245.593505859375
66,2848.49658203125,1240.30712890625,257.6484375
67,2099.632568359375,725.20654296875,270.984130859375
68,2650.328857421875,1498.352294921875,227.805419921875
69,1955.817626953125,156.0859375,268.4921875
70,4061.49072265625,89.61328125,86.455078125
71,3980.61474609375,104.4306640625,82.92626953125
72,5309.195068359375,98.201171875,97.47314453125
73,6215.592041015625,52.48046875,272.773681640625
74,534.8544921875,1271.72314453125,70.326171875
75,452.3896484375,1099.017333984375,71.130615234375
76,568.95068359375,1810.06689453125,93.185546875
77,669.379638671875,45.43701171875,88.201416015625
78,629.5712890625,146.875244140625,79.16748046875
79,403.99755859375,59.835205078125,67.503173828125
80,535.03759765625,129.975830078125,70.728759765625
81,503.12451171875,146.5400390625,76.952392578125
82,483.500244140625,98.247802734375,88.938720703125
83,497.188720703125,104.976806640625,79.289794921875
84,700.64599609375,91.043701171875,77.456787109375
85,786.94287109375,57.1533203125,86.249267578125
86,726.879638671875,114.29052734375,89.6142578125
87,696.61328125,158.2431640625,70.02734375
88,651.147705078125,214.338623046875,85.97412109375
89,847.14697265625,122.932861328125,88.616455078125
90,661.904296875,98.170166015625,147.091552734375
91,316.160400390625,99.27099609375,25.161376953125
92,587.316162109375,49.6484375,254.389892578125
93,328.55712890625,76.083740234375,19.310791015625
94,1910.767822265625,160.827880859375,1271.19384765625
95,1417.837646484375,59.998046875,810.4453125
96,526.229248046875,138.074951171875,12.48681640625
97,577.487548828125,126.991455078125,0.159912109375
98,937.64111328125,163.311767578125,12.109619140625
99,444.681640625,78.708984375,0.113037109375
100,341.3896484375,66.2314453125,0.105224609375
101,653.24365234375,66.5517578125,286.495849609375
102,1777.56689453125,205.47998046875,1201.71826171875
103,1544.586669921875,47.16064453125,987.350830078125
